reportdate,hospital,dphcategory,covidstatus,patientcount,data_as_of,data_loaded_at
2023/04/14,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/11,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/29,All SF Hospitals,ICU,COVID+,23,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/30,All SF Hospitals,ICU,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/09/24,All SF Hospitals,Med/Surg,COVID+,46,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/02,All SF Hospitals,ICU,COVID+,17,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/11,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/28,All SF Hospitals,Med/Surg,COVID+,57,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/16,All SF Hospitals,Med/Surg,COVID+,25,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/24,All SF Hospitals,Med/Surg,COVID+,79,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/05,All SF Hospitals,Med/Surg,COVID+,32,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/02,All SF Hospitals,Med/Surg,PUI,16,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/24,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/18,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/26,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/03,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/20,All SF Hospitals,Med/Surg,COVID+,43,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/09,All SF Hospitals,Med/Surg,PUI,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/19,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/25,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/23,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/13,All SF Hospitals,Med/Surg,COVID+,58,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/17,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/15,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/13,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/08,All SF Hospitals,Med/Surg,COVID+,86,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/09,All SF Hospitals,Med/Surg,PUI,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/06,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/18,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/21,All SF Hospitals,Med/Surg,PUI,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/06,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/17,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/05,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/01,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/29,All SF Hospitals,Med/Surg,PUI,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/21,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/22,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/01,All SF Hospitals,Med/Surg,COVID+,87,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/10,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/24,All SF Hospitals,Med/Surg,PUI,21,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/18,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/02,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/14,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/18,All SF Hospitals,Med/Surg,COVID+,51,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/23,All SF Hospitals,Med/Surg,PUI,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/11,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/07/08,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/31,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/05,All SF Hospitals,Med/Surg,COVID+,50,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/18,All SF Hospitals,Med/Surg,COVID+,30,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/03,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/31,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/29,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/05,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/04,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/08,All SF Hospitals,Med/Surg,COVID+,24,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/26,All SF Hospitals,Med/Surg,COVID+,219,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/30,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/16,All SF Hospitals,Med/Surg,COVID+,50,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/18,All SF Hospitals,Med/Surg,PUI,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/24,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/29,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/19,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/24,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/03/26,All SF Hospitals,ICU,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/21,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/19,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/08,All SF Hospitals,Med/Surg,COVID+,74,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/17,All SF Hospitals,Med/Surg,COVID+,65,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/28,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/31,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/19,All SF Hospitals,ICU,COVID+,15,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/09,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/08,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/13,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/11/13,All SF Hospitals,Med/Surg,COVID+,28,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/31,All SF Hospitals,Med/Surg,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/23,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/11,All SF Hospitals,ICU,COVID+,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/07/16,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/21,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/26,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/26,All SF Hospitals,ICU,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/23,All SF Hospitals,Med/Surg,COVID+,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/06,All SF Hospitals,Med/Surg,COVID+,106,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/02/18,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/28,All SF Hospitals,ICU,COVID+,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/24,All SF Hospitals,Med/Surg,PUI,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/13,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/06/18,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/06,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/24,All SF Hospitals,Med/Surg,COVID+,122,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/11,All SF Hospitals,Med/Surg,COVID+,13,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/18,All SF Hospitals,Med/Surg,COVID+,19,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/19,All SF Hospitals,ICU,COVID+,22,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/11,All SF Hospitals,ICU,COVID+,19,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/06,All SF Hospitals,ICU,COVID+,29,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/08,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/25,All SF Hospitals,Med/Surg,COVID+,93,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/06,All SF Hospitals,Med/Surg,PUI,125,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/16,All SF Hospitals,ICU,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/27,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/21,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/07/19,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/07,All SF Hospitals,Med/Surg,COVID+,19,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/16,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/21,All SF Hospitals,Med/Surg,COVID+,77,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/03,All SF Hospitals,ICU,COVID+,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/09,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/07,All SF Hospitals,Med/Surg,COVID+,37,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/14,All SF Hospitals,Med/Surg,COVID+,17,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/16,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/04,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/23,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/09/30,All SF Hospitals,Med/Surg,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/10,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/01,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/20,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/08,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/19,All SF Hospitals,Med/Surg,COVID+,37,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/01,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/09/25,All SF Hospitals,ICU,COVID+,13,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/02,All SF Hospitals,Med/Surg,COVID+,60,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/29,All SF Hospitals,Med/Surg,COVID+,37,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/28,All SF Hospitals,Med/Surg,COVID+,78,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/18,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/06/10,All SF Hospitals,ICU,COVID+,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/08/06,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/11/11,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/07,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/27,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/22,All SF Hospitals,ICU,COVID+,11,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/09/10,All SF Hospitals,ICU,COVID+,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/01/19,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/02/26,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/12,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/31,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/30,All SF Hospitals,Med/Surg,COVID+,69,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/18,All SF Hospitals,Med/Surg,COVID+,75,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/27,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/29,All SF Hospitals,ICU,COVID+,43,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/29,All SF Hospitals,ICU,COVID+,15,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/08,All SF Hospitals,Med/Surg,COVID+,56,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/19,All SF Hospitals,Med/Surg,COVID+,61,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/16,All SF Hospitals,Med/Surg,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/08,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/09/14,All SF Hospitals,ICU,COVID+,22,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/30,All SF Hospitals,ICU,COVID+,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/19,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/16,All SF Hospitals,Med/Surg,COVID+,66,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/21,All SF Hospitals,Med/Surg,PUI,21,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/02,All SF Hospitals,Med/Surg,PUI,17,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/31,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/03,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/22,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/01,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/06/19,All SF Hospitals,Med/Surg,COVID+,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/16,All SF Hospitals,Med/Surg,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/22,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/11,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/09,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/17,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/06,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/18,All SF Hospitals,Med/Surg,COVID+,106,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/06/12,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/08/08,All SF Hospitals,Med/Surg,PUI,14,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/01/08,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/07,All SF Hospitals,ICU,COVID+,37,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/07,All SF Hospitals,ICU,COVID+,13,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/11/18,All SF Hospitals,ICU,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/16,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/04/20,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/16,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/19,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/05,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/08,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/16,All SF Hospitals,Med/Surg,COVID+,70,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/25,All SF Hospitals,Med/Surg,COVID+,78,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/23,All SF Hospitals,Med/Surg,PUI,20,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/31,All SF Hospitals,Med/Surg,PUI,22,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/10,All SF Hospitals,Med/Surg,PUI,19,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/12,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/04,All SF Hospitals,Med/Surg,PUI,12,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/12,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/14,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/24,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/07/01,All SF Hospitals,Med/Surg,PUI,9,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/10/22,All SF Hospitals,Med/Surg,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/10,All SF Hospitals,Med/Surg,PUI,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/15,All SF Hospitals,Med/Surg,PUI,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/04,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/23,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/21,All SF Hospitals,Med/Surg,PUI,18,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/25,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/24,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/01/12,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/13,All SF Hospitals,ICU,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/07,All SF Hospitals,Med/Surg,COVID+,47,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/09,All SF Hospitals,Med/Surg,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/06/19,All SF Hospitals,ICU,COVID+,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/05/01,All SF Hospitals,ICU,PUI,6,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/04/10,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/27,All SF Hospitals,Med/Surg,COVID+,84,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/11,All SF Hospitals,Med/Surg,COVID+,104,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/24,All SF Hospitals,Med/Surg,PUI,10,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/30,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/08/12,All SF Hospitals,ICU,COVID+,13,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/03/27,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/06/09,All SF Hospitals,ICU,PUI,0,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/27,All SF Hospitals,Med/Surg,COVID+,64,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/04/09,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/05/17,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/13,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/27,All SF Hospitals,ICU,COVID+,17,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/02,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/12/28,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/25,All SF Hospitals,Med/Surg,PUI,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/08/14,All SF Hospitals,Med/Surg,PUI,5,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/05/02,All SF Hospitals,ICU,PUI,3,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/07/07,All SF Hospitals,Med/Surg,COVID+,28,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/05/04,All SF Hospitals,Med/Surg,PUI,1,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/10/20,All SF Hospitals,ICU,COVID+,8,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/12/30,All SF Hospitals,Med/Surg,COVID+,81,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/02/06,All SF Hospitals,Med/Surg,COVID+,54,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/04/04,All SF Hospitals,Med/Surg,PUI,42,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/11/30,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2020/10/20,All SF Hospitals,ICU,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/07/20,All SF Hospitals,Med/Surg,COVID+,25,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2023/03/29,All SF Hospitals,Med/Surg,COVID+,42,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2021/12/18,All SF Hospitals,Med/Surg,PUI,4,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/02/15,All SF Hospitals,Med/Surg,PUI,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/11/09,All SF Hospitals,ICU,COVID+,7,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
2022/07/30,All SF Hospitals,ICU,PUI,2,10/04/2023 04:00:05 PM,10/04/2023 05:30:07 PM
